"P-01042019-496","23","Scuba Skirt","Scuba Skirt, Mini, Zipper at the back","0","50","70","15","2903201900047","0","47","White, Skirt, Scuba skirt","Perfect for when you want to hit the club or that drink-up on campus","2","1","0"
"P-01042019-497","74","Black Peplum Dress","Peplum Dress, Lace Back, Zipper at the back","0","75","80","0","2903201900047","0","98","Black, Dress, Peplum","Perfect for a date night or a night out with the girls. Every girl needs one of these in their wardrobe","2","1","0"
"P-01052019-616","34","Fascinator(F001)","Handmade |African print","0","25","30","0","3004201900063","0","24","Fascinator ","Handmade african print","2","2","3"
"P-01052019-617","54","Retro Leather Case for iPhones 6Plus & 6sPlus ","Smooth | Classic","0","25","30","0","1704201900057","0","0","EvAcc, Phone Case, iPhone Case","For iPhones 6Plus & 6sPlus ","2","0","3"
"P-01052019-618","54","Retro Leather Case for iPhones 7 & 8","Smooth | Classic ","0","25","30","0","1704201900057","0","0","EvAcc, iPhone Case, Phone Case ","For iPhones 7 & 8","2","0","3"
"P-01052019-619","54","Triangle Designed Silicon Case for iPhone 7 & 8","Silicon | Classic | Stylish ","0","20","25","0","1704201900057","0","0","EvAcc, iPhone Case, Phone Case ","For iPhones 7 & 8","2","0","3"
"P-01052019-620","54","Retro Leather Case for iPhones 7Plus & 8Plus ","Smooth | Simple | Classic ","0","25","30","0","1704201900057","0","0","EvAcc, iPhone Case, Phone Case ","For iPhones 7Plus & 8Plus","2","0","3"
"P-01052019-621","54","Triangle Designed Silicon Case for iPhones 7Plus & 8Plus "," Simple | Smooth | Neat","0","25","30","0","1704201900057","0","0","EvAcc, iPhone Case, Phone Case ","For iPhones 7Plus & 8Plus ","2","0","3"
"P-01052019-622","54","Retro Leather Case for iPhones X & XS","Stylish | Classic | Smooth ","0","25","30","0","1704201900057","0","0","EvAcc, iPhone Case, Phone Case ","For iPhones X & XS","2","0","3"
"P-01052019-623","54","Triangle Designed Silicon Case For iPhones X & XS","Simple | Stylish | Classic","0","25","30","0","1704201900057","0","0","EvAcc, iPhone Case, Phone Case ","For iPhones X & XS","2","0","3"
"P-01052019-624","54","Lace Designed Luxury Case For iPhones X & XS","Luxury| Pretty | Stylish ","0","27","30","0","1704201900057","0","63","EvAcc, iPhone Case, Phone Case ","For iPhones X & XS","2","2","0"
"P-01052019-625","54","Retro Leather Case for iPhone XS Max ","Stylish | Classic | Smooth","0","30","35","0","1704201900057","0","0","EvAcc, iPhone Case, Phone Case ","For iPhone XS Max","2","0","3"
"P-01052019-626","54","Triangle Designed Silicon Case For iPhone XS Max","Smooth | Neat | Classic ","0","30","35","0","1704201900057","0","0","EvAcc, iPhone Case, Phone Case ","For iPhone XS Max","2","0","3"
"P-01062019-772","86","Heinz Tomato Frito - 350g","Ingredients: Tomatoes (160g per 100g Tomato Frito), sunflower oil (fried with onion and garlic), sugar, salt, modified starch.

|Can be stored in the refrigerator for up to 3 days after opening.
","0","10","14.5","0","2912201800011","0","88","Puree, Sauce, Food, Stew",,"2","1","0"
"P-01062019-773","88","Green World Reed Diffuser - 170ml","It will be a part of your decoration with its select odor and stylish design.","0","45","50","0","0106201900071","0","76","Home, Fragrance, Smell, Nice",,"2","2","0"
"P-01072019-941","69","3 Piece Set Lingerie","Shirt Lingerie | Lace Brassiere | Lace Pantie | Transparent","0","74","80","0","1811201800004","0","77","lingeries,lingeworld,gstring","Shirt lingerie comes with both lace brassiere and gstring pantie","2","2","0"
"P-01072019-942","69","Lace Mesh Brassiere And Pantie","Lace Mesh Design | Pantie and Brassier set","0","60","65","0","1811201800004","0","80","lingerie,lingeworld","Comfy lace mesh bra and pantie available","2","2","0"
"P-01072019-943","69","Travel Bag For Lingeries And Underwears","!3 inches Bag | Wine Red | Blue ","0","60","65","0","1811201800004","0","0","lingerie,lingeworld,lingerie bag","Ladies travel bag for lingerie and under garments","2","2","3"
"P-01072019-944","69","Travel Bag For Lingeries And Underwears","13'' | Wine Red | Blue | Water Resistant","0","60","65","0","1811201800004","0","94","lingerie,lingeworld,lingerie bag","Travel bag for ladies lingerie and underwear","2","2","0"
"P-01072019-945","22","Ginny Flats - Leopard","Features knot detail | Slingback sandal | Flat | Fits true to size | Imported from U.S.","0","110","120","0","2206201900079","0","27","flats, sandals, slippers","You'd love this Animal print","2","5","0"
"P-01072019-946","22","Hazel Flats - Black","Features bow detail | Comfortable footbed | Approx. 1"" height | Fits very true to size | Imported from U.S.","0","120","130","0","2206201900079","0","29","flats, sandals, slippers","Always on the move; Perfect flats","2","5","0"
"P-01072019-947","22","Woody Mule Heel - Brown","Features a braided upper strap detail | Heel measures approx. 3.5"" | Fits true to size | Imported from U.S.","0","190","200","0","2206201900079","0","46",,"Your Fav mule","2","5","0"
"P-01072019-948","22","Studded Beauty Flats - Nude","Features a bow and stud detail | Flexible material & comfy | Flat | True fit for most | Imported from U.S.","0","110","120","0","2206201900079","0","25",,,"2","5","0"
"P-01072019-949","22","Kristel Heel - Mustard","Colour : Mustard | Features a clear toe strap detail | Heel measures approx. 4""
| Fits small for some. | Order your normal size or half size up | Suggest getting a size bigger for wide foot | Imported from U.S.","0","190","200","0","2206201900079","0","37","fashion, women, heels",,"2","5","0"
"P-01072019-950","22","Beige Snake Print Flats","Features two-band strap with ring accent | Comfy | Flat | Fits small for some | Suggest bigger size for wide foot | Imported from U.S.","0","110","120","0","2206201900079","0","59","flats, sandals, slippers",,"2","5","0"
"P-02012019-207","6","Ramafrique Gye Nyame Jungle bag-Animal skin","âœ…Fit for up to 17â€ laptop
âœ…Adjustable foamy straps
âœ…Large main compartment 
âœ…Smaller pockets for easy access to  smaller items
âœ…Foamy inner partition for the safety of gadgets","0","270","0","250","3012201800012","0","21","Bag, Backpack ,zips ,kente, Ankara, African print","Authentic MadeInGhana African print bag","2","0","3"
"P-02012019-208","68","Gye Nyame Backpack-  Black and Gold ","Fit for up to 17 inch laptop | Adjustable foamy straps|  Large main compartment | Smaller pockets for easy access to  smaller items | Foamy inner partition for the safety of gadgets","0","255","270","50","3012201800012","0","129","Zip, African print, Ankara , bag","Authentic MadeInGhana African print bag
Black and gold fabric with brown leather ","2","5","0"
"P-02012019-209","63","NASCO DEHUMMIDIFIER (MDDG-30DENI)","Capacity: 30L|Water Tank: 4.7L|Panel Display: LED|Noise level: 50 dBa|Air Flow volume: 215m3 / h|Filter Check Indicator|Auto defrosting|Self-diagnosis|","0","1","0","0","2912201800011","0","21","Dehummidifier","Control the humidity of your home automatically with this powerful Nasco dehumidifier. ","2","0","3"
"P-02042019-498","16","Nike Vapormax 270","Nike sneakers ","0","240","0","0","0204201900050","0","0","Sneakers",,"2","0","3"
"P-02052019-627","54","Triangle Design Silicon Case - Black","Silicon | For iPhone","0","27","30","0","1704201900057","0","163","EvAcc, iPhone, Phone Case, Phone cover",,"2","2","0"
"P-02052019-628","54","Triangle Design Silicon Case - Dark Blue","Classic Silicon Case | For iPhone","0","27","30","0","1704201900057","0","47","EvAcc, iPhone, Phone Case, Phone cover",,"2","2","0"
"P-02052019-629","54","Retro Leather Case For iPhone (Black)","Smooth | Classic | For iPhone","0","27","30","0","1704201900057","0","65","EvAcc, iPhone, Phone Case, Phone cover",,"2","2","0"
"P-02052019-630","54","Retro Leather Case For iPhone (Brown)","Smooth | Classic | For iPhone","0","27","30","0","1704201900057","0","54","EvAcc, iPhone, Phone Case, Phone cover",,"2","2","0"
"P-02052019-631","54","Retro Leather Case Form r iPhone (Grey)","Smooth | Classic | For iPhone","0","27","30","0","1704201900057","0","57","EvAcc, iPhone, Phone Case, Phone cover",,"2","2","0"
"P-02052019-632","54","Retro Leather Case For iPhone (Blue)","Smooth | Classic | For iPhone","0","27","30","0","1704201900057","0","50","EvAcc, iPhone, Phone Case, Phone cover",,"2","2","0"
"P-02122018-93","6","Test Product One","Test","0","0.01","0.02","0","0511201800001","0","21","Test","For testing purposes.","2","0","3"
"P-02122018-94","52","Testing Product Two","Test","0","0.01","0.02","0","2411201800005","0","21","Test","For testing purposes","2","0","3"
"P-03012019-210","5","Virgin Brazilian Curly Hair - 16 inch","100% Natural Hair| Water Curls ","0","150","160","0","2812201800009","0","21","Hair, Virgin, Brazilian, Curly","Get this 100% pure virgin Brazilian hair.","2","0","4"
"P-03052019-633","16","Nike Airforce Bape","Limited edition | suede","0","230","250","0","0503201900033","0","68","blackogee,sneakers","Nike airforce bape  available","2","2","0"
"P-04042019-499","25","Snow Pendant Gold Necklace And Earrings","Gold plated | Snow flakes pendant |Short chain | Anti rust","0","30","50","10","0304201900052","0","116","tn jeweley, gold chain","Gold coated ladies necklace  and earrings that suits all occasions and events","2","2","0"
"P-04042019-500","25","Rose Pendant Gold Necklace And Earrings","Rose pendant | Gold plated | Short chain | Anti rust","0","30","50","10","0304201900052","0","119","tn jewelery, necklace, rose pendant","Gold coated rose pendant necklace  and earrings for ladies for all occasions and events","2","2","0"
"P-04042019-501","25","Coil Pendant Silver Necklace And Earrings","Silver plated | Coil pendant | Short chain | Anti corrosion","0","20","40","10","0304201900052","0","89","tn jewelery, silver chain, coil","Silver plated necklace  and earrings for ladies that suits all occasions and events","2","2","0"
"P-04042019-502","25","Anchor Gold Plated Necklace And Earrings","Gold plated | Anchor pendant |Short chain | Anti rust","0","30","50","10","0304201900052","0","95","tn jewelery, gold chain, ladies","Gold plated necklace and earrings for all occasions and events for ladies.","2","2","0"
"P-04042019-503","25","Heart Shaped Gold Plated Necklace And Earrings","Heart pendant | Gold chain | Short chain |Anti rust","0","30","50","10","0304201900052","0","104","tn jewelery, gold chain, hearts","Ladies necklace and earrings for all occasions and events","2","2","0"
"P-04042019-504","25","Infinity Gold Plated Necklace And Earrings","Infinity pendant | Gold plated |Short chain |Anti rust","0","30","50","10","0304201900052","0","106","tn jewelery, gold plated, short chain","Ladies necklace and earrings for all occasions and events","2","2","0"
"P-04042019-505","25","Love Shaped Gold Necklace And Earrings","Love pendant | Gold plated | Short chain |Anti rust","0","30","50","10","0304201900052","0","88","tn jewelery, gold chain","Ladies gold plated necklace and earrings for all events and occasions","2","2","0"
"P-04042019-506","25","Cross Pendant Silver Necklace And Earrings","Cross pendant | Silver plated | Short chain |Anti corrosion","0","20","40","10","0304201900052","0","104","tn jewelery, silver chain","Ladies silver necklace  and earrings for all events and occasions","2","2","0"
"P-04042019-507","25","Star Gold Plated Necklace And Earrings","Star pendant | Gold plated | Short chain|Anti rust","0","30","50","10","0304201900052","0","97","tn jewelery, gold chain, star pendant","Simple gold plated necklace and earrings for ladies","2","2","0"
"P-04042019-508","25","Double Circles Gold Plated Necklace And Earrings","Anti rust | Gold plated | Double circles pendant  | Short chain","0","30","50","10","0304201900052","0","81","tn jewelery, gold chain","Simple gold plated necklace and earrings for ladies","2","2","0"
"P-04042019-509","25","Flower Pendant Gold Necklace And Earrings","Anti rust | Gold plated | Short chain | Flower pendant","0","30","50","10","0304201900052","0","95","tn jewelery, gold chain, flower","Anti rust ladies gold plated necklace and earrings for all events and occasions","2","2","0"
"P-04042019-510","25","Flower Pendant Silver Necklace And Earrings","Anti corrode | Silver plated | Short chain | Flower pendant|Anti corrosion","0","20","40","10","0304201900052","0","80","tn jewelery, silver chain ","Anti corrode  silver necklace and earrings for ladies","2","2","0"
"P-04042019-511","25","Simple Gold Plated Necklace And Earrings","Gold plated | Anti rust |Short chain","0","30","50","10","0304201900052","0","85","tn jewelery, gold chain","Gold plated necklace  and earrings for ladies","2","2","0"
"P-04042019-512","25","Stylish Gold Plated Necklace And Earrings","Anti rust | Gold plated | Short chain","0","30","50","10","0304201900052","0","128","tn jewelery, gold chain, necklace","Anti rust gold plated necklace  and earrings for ladies","2","2","0"
"P-04042019-513","25","Doughnut Gold Plated Necklace And Earrings","Anti rust | Gold plated | Short chain ","0","30","50","10","0304201900052","0","110","tn jewelery, gold chain, necklace","Anti rust gold plated necklace and earrings for ladies suitable for all occasions and events","2","2","0"
"P-04042019-514","25","Stylish Gold Plated Necklace And Earrings","Anti rust | Gold plated | Short chain ","0","30","50","10","0304201900052","0","94","tn jewelery, gold chain, necklace","Anti rust stylish gold plated necklace and earrings for ladies","2","2","0"
"P-04052019-634","25","Brooches (B001)","Beautifully crafted with African print ","0","15","20","5","3004201900063","0","98","Brooch","Handmade brooches ","2","2","0"
"P-04052019-635","25","Hair clip (HC001)","Nicely designed in colourful prints ","0","12","12","0","3004201900063","0","72","African print hair clip","Handmade with African print ","2","2","0"
"P-04052019-636","25","Hair ties (HT001)","Print with lace ","0","15","15","0","3004201900063","0","89","Ribbons","African print hair ties ","2","2","0"
"P-04052019-637","25","Head band (HB001)","Head bands made from traditional fabrics ","0","25","25","0","3004201900063","0","78","Head band","Beautifully made with colourful prints ","2","2","0"
"P-04052019-638","25","Necklace (N001)","Nicely crafted ","0","25","25","0","3004201900063","0","67","Necklace ","Handmade with colourful print","2","2","0"
"P-04052019-639","25","Hair comb (HC001)","Hair comb with a bow made from African print ","0","15","15","0","3004201900063","0","104","Hair comb","Handmade hair comb in African print ","2","2","0"
"P-05042019-515","54","Floveme Flip 5.5 inch Genuine Soft Leather Wallet","Genuine Soft Leather | Floveme","0","79","85","0","0404201900053","0","142","Wallet, Fashion, Men, Brown",,"2","2","0"
"P-05042019-516","54","Girl Your Are The Boss Impact Protection Series Soft TPU Case For iPhone","Impact Protection | Soft TPU","0","69","75","0","0404201900053","0","67","Case, Shock absorber, iphone",,"2","2","0"
"P-05042019-517","54","Rejoice Always Impact Protection Series Soft TPU Case for IPhone","Impact Protection | Soft TPU","0","69","75","0","0404201900053","0","91","Case, Shock absorber, iphone",,"2","2","0"
"P-05042019-518","54","Psalm 61 IMD Soft TPU Glossy Finish Case","IMD Soft TPU | Glossy Finish","0","54","60","0","0404201900053","0","73","Case, Shock absorber, iphone",,"2","2","0"
"P-05042019-519","54","Emoji IMD Soft TPU Glossy Finish Case","IMD Soft TPU | Glossy Finish","0","54","60","0","0404201900053","0","88","Case, Shock absorber, iphone",,"2","2","0"
"P-05042019-520","54","Phil 4:13 IMD Soft TPU Glossy Finish Case","IMD Soft TPU | Glossy Finish Case","0","54","60","0","0404201900053","0","62","Case, Shock absorber, iphone",,"2","2","0"
"P-05042019-521","54","You Are Beautiful IMD Soft TPU Glossy Finish Case","IMD Soft TPU | Glossy Finish Case","0","54","60","0","0404201900053","0","80","Case, Shock absorber, iphone",,"2","2","0"
"P-05042019-522","54","Powerpuff Girls Red IMD Soft TPU Glossy Finish Case for IPhone","IMD Soft TPU | Glossy Finish Case","0","54","60","0","0404201900053","0","72","Case, Shock absorber, iphone",,"2","2","0"
"P-05042019-523","54","Matthew 19:26b IMD Soft TPU Glossy Finish Case for IPhone","IMD Soft TPU | Glossy Finish Case","0","54","60","0","0404201900053","0","65","Case, Shock absorber, iphone",,"2","2","0"
"P-05042019-524","54","Beauty and The Beast IMD Soft TPU Glossy Finish Case for iPhone","IMD Soft TPU | Glossy Finish Case","0","54","60","0","0404201900053","0","60","Case, Shock absorber, iphone",,"2","2","0"
"P-05042019-525","54","Pray Continually IMD Soft TPU Glossy Finish Case for iPhone","IMD Soft TPU | Glossy Finish Case","0","54","60","0","0404201900053","0","76","Case, Shock absorber, iphone",,"2","2","0"
"P-05042019-526","54","Scooby Doo Pink IMD Soft TPU Glossy Finish Case for iPhone","IMD Soft TPU | Glossy Finish Case","0","54","60","0","0404201900053","0","71","Case, Shock absorber, iphone",,"2","2","0"
"P-05042019-527","54","Tom and Jerry Red IMD Soft TPU Glossy Finish Case for iPhone","IMD Soft TPU | Glossy Finish Case","0","54","60","0","0404201900053","0","65","Case, Shock absorber, iphone",,"2","2","0"
"P-05042019-528","54","Exotic Flamingo Tempered Back Glass TPU Edge Case For iPhone","Exotic | Tempered Back Glass | TPU Edge","0","54","60","0","0404201900053","0","78","Case, Shock absorber, iphone",,"2","2","0"
"P-05062019-774","69","OMG ICON Long Sleeve Swimsuit","Size - Medium | Stretches","0","60","65","0","0506201900072","0","70","Swimsuit, Fashion, Sexy",,"2","2","0"
"P-05062019-775","73","Miss Hiss Swalie Print Pant - Brown Combo","Size - 8 10","0","54","60","0","0506201900072","0","36",,,"2","2","0"
"P-05062019-776","74"," Turn Down Neck Long Sleeve Gold Blue Chain Print","Size : Medium","0","54","60","0","0506201900072","0","35",,,"2","2","3"
"P-05062019-777","74","Turn Down Neck Long Sleeve Gold Red Chain Print","Size : Medium","0","54","60","0","0506201900072","0","50",,,"2","2","3"
"P-05062019-778","54","Screen Protectors for iPhones 6, 6s, 7 & 8","Glass | Thick | Durable | Clean","0","22.5","25","0","1704201900057","0","38","EvAcc, iPhone Screen Protector, Screen Protector ",,"2","2","0"
"P-05062019-779","54","iPhone Screen Protector for 6Plus & 6s Plus","Glass | Thick | Durable | Neat","0","27","30","0","1704201900057","0","27","EvAcc, iPhone Screen Protector, Screen Protector ",,"2","2","0"
"P-05062019-780","54","iPhone Screen Protector for 7Plus & 8Plus ","Glass | Thick | Durable | Neat ","0","27","30","0","1704201900057","0","34","EvAcc, iPhone Screen Protector, Screen Protector ",,"2","2","0"
"P-05062019-781","54","iPhone Screen Protector for X, XS & XR","Glass | Thick | Durable | Neat ","0","31.5","35","0","1704201900057","0","36","EvAcc, iPhone Screen Protector, Screen Protector ",,"2","2","0"
"P-05062019-782","54","iPhone Screen Protector for XS Max","Glass | Thick | Durable | Neat ","0","36","40","0","1704201900057","0","30","EvAcc, iPhone Screen Protector, Screen Protector ",,"2","2","0"
"P-05072019-951","27","Dede All Stars Jeans","Full Length | Stretchy | Slim Fit | Beltholes or No Beltholes Options Available
","0","67.5","70","20","2606201900081","0","22","Blue Jeans",,"2","2","0"
